age,sex,decile_score,priors_count,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,race_encoded,target
0,1,-0.5368691842738635,0.11284892502720198,0.3188450360792571,-0.1696129174068065,1,0.5212394118018635,2,1
1,0,-1.2416626470683283,0.3188107043858302,-0.33271077831727014,-0.1696129174068065,0,-1.0849934786045197,0,0
0,1,-0.5368691842738635,-0.5050364130486826,-0.2919885399174872,-0.035557691981364506,0,-0.2818770334013281,3,0
1,1,-1.2416626470683283,-0.7109981924073109,-0.33271077831727014,-0.16642112632524836,0,-1.0849934786045197,2,0
0,1,0.5203210099178337,-0.7109981924073109,-0.3530718975171616,-0.1696129174068065,0,1.324355857005055,0,1
0,1,-0.889265915671096,-0.5050364130486826,-0.3530718975171616,0.55811544918845,0,-1.0849934786045197,2,0
0,1,0.16792427852060124,-0.5050364130486826,-0.3530718975171616,1.6018311328579626,0,0.5212394118018635,0,0
0,1,1.9299079355067632,1.5545813805375994,-0.3530718975171616,-0.1249278422649925,1,1.7259140796066506,3,1
0,1,0.5203210099178337,-0.5050364130486826,-0.33271077831727014,-0.1696129174068065,0,0.11968118920026771,2,0
0,1,-0.5368691842738635,-0.5050364130486826,-0.3530718975171616,0.8102669446315433,1,0.5212394118018635,2,1
0,0,0.16792427852060124,-0.09311285433142624,-0.3530718975171616,-0.1696129174068065,0,-0.2818770334013281,0,1
0,1,-0.889265915671096,-0.7109981924073109,0.09487272488045086,-0.1696129174068065,0,0.11968118920026771,0,1
0,1,0.8727177413150661,-0.7109981924073109,-0.33271077831727014,-0.1696129174068065,0,0.5212394118018635,0,0
1,1,0.8727177413150661,1.966504939254856,-0.33271077831727014,-0.1696129174068065,0,0.9227976344034593,5,1
0,1,-1.2416626470683283,-0.7109981924073109,3.25084620086363,-0.1696129174068065,0,-1.0849934786045197,0,0
0,1,-0.889265915671096,-0.5050364130486826,-0.3530718975171616,-0.09620172253096922,0,-0.2818770334013281,3,1
1,1,-0.889265915671096,-0.5050364130486826,-0.006932871119006521,-0.1696129174068065,0,-1.0849934786045197,2,0
0,1,0.5203210099178337,-0.5050364130486826,-0.33271077831727014,-0.17280470848836463,0,0.9227976344034593,0,0
0,1,0.5203210099178337,0.9366960424617148,0.46137287047849745,-0.00683157224734122,0,0.9227976344034593,0,0
0,1,0.8727177413150661,-0.29907463369005444,-0.23090518231781276,-0.1696129174068065,1,0.9227976344034593,0,1
1,1,-1.2416626470683283,0.5247724837444584,-0.3530718975171616,-0.17280470848836463,0,-1.0849934786045197,2,1
0,0,-0.889265915671096,-0.29907463369005444,-0.33271077831727014,-0.1696129174068065,0,-0.6834352560029239,0,0
0,1,0.5203210099178337,-0.7109981924073109,-0.33271077831727014,-0.1696129174068065,0,1.7259140796066506,5,0
0,0,-0.5368691842738635,-0.7109981924073109,-0.33271077831727014,-0.1696129174068065,1,-0.2818770334013281,0,1
0,1,1.2251144727122985,1.5545813805375994,-0.3530718975171616,-0.1696129174068065,0,-0.2818770334013281,0,0
0,0,-0.5368691842738635,-0.5050364130486826,-0.3530718975171616,4.480826688423408,0,-0.6834352560029239,2,0
0,1,0.5203210099178337,2.3784284979721124,1.499789949672963,-0.1696129174068065,0,0.11968118920026771,0,1
0,0,1.577511204109531,0.7307342631030866,-0.33271077831727014,-0.1696129174068065,0,1.324355857005055,0,0
1,1,-0.889265915671096,-0.7109981924073109,-0.33271077831727014,-0.1696129174068065,0,-1.0849934786045197,2,0
0,1,-0.5368691842738635,-0.09311285433142624,-0.1901829439180298,-0.1696129174068065,0,0.11968118920026771,0,1
0,0,1.9299079355067632,-0.7109981924073109,0.3188450360792571,-0.1696129174068065,0,2.1274723022082465,0,1
0,1,-0.889265915671096,-0.7109981924073109,-0.33271077831727014,-0.1696129174068065,0,0.9227976344034593,2,0
0,1,-1.2416626470683283,-0.5050364130486826,-0.3530718975171616,4.247825939469663,0,-1.0849934786045197,0,0
1,1,-0.889265915671096,-0.09311285433142624,-0.3530718975171616,-0.1696129174068065,0,-1.0849934786045197,2,0
0,0,0.16792427852060124,0.3188107043858302,-0.3530718975171616,-0.1025853046940855,0,-1.0849934786045197,2,1
0,1,1.577511204109531,3.202275615406625,-0.006932871119006521,-0.11854426010187621,1,0.9227976344034593,0,1
0,1,1.577511204109531,-0.09311285433142624,-0.3530718975171616,-0.17280470848836463,0,2.5290305248098424,0,0
0,1,1.2251144727122985,-0.5050364130486826,-0.3530718975171616,-0.1696129174068065,1,2.5290305248098424,0,1
0,0,-0.18447245287663117,0.11284892502720198,-0.31234965911737866,-0.1696129174068065,0,-1.0849934786045197,2,1
0,1,1.2251144727122985,-0.7109981924073109,-0.3530718975171616,-0.1696129174068065,0,0.9227976344034593,0,1
0,1,0.16792427852060124,-0.7109981924073109,-0.3530718975171616,-0.1696129174068065,0,-0.2818770334013281,0,0
